input,output
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73, 0.93]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73, 0.93, -2.69]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73, 0.93, -2.69, 1.45]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73, 0.93, -2.69, 1.45, 0.39]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73, 0.93, -2.69, 1.45, 0.39, -2.16]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73, 0.93, -2.69, 1.45, 0.39, -2.16, 0.2]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[1.19, 0.2, -1.25, -0.24, 1.21, -1.29, 1.87, 0.48, 0.77, 0.23, -1.11, -1.81, -1.28, 0.07, -1.03, 0.46, 2.36, -0.26, 0.12, 0.08, -0.94, 1.92, 0.07, 0.73, -1.17, -1.33, -0.21, -0.15, 0.93, -0.04, 0.35, -0.04, 1.56, -0.73, 0.93, -2.69, 1.45, 0.39, -2.16, 0.2, 0.1]","[True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
[-0.78],False
"[-0.78, 1.24]","[False, False]"
"[-0.78, 1.24, -0.89]","[False, False, False]"
"[-0.78, 1.24, -0.89, 1.04]","[False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09]","[False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02]","[False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39]","[False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17]","[False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57]","[False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58]","[False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26]","[False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1]","[False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08]","[False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11, -0.3]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11, -0.3, 0.38]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11, -0.3, 0.38, -0.65]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11, -0.3, 0.38, -0.65, 0.11]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11, -0.3, 0.38, -0.65, 0.11, -0.79]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11, -0.3, 0.38, -0.65, 0.11, -0.79, -0.07]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
"[-0.78, 1.24, -0.89, 1.04, 0.09, -2.02, 0.39, -0.17, -0.57, -0.58, 1.26, 1.1, 1.08, -1.39, -0.53, -1.58, 1.12, 0.07, -1.04, 0.77, 0.4, -1.5, -0.03, -0.75, 0.74, 1.02, 1.51, -0.85, -0.21, -0.15, 1.11, -0.3, 0.38, -0.65, 0.11, -0.79, -0.07, 0.7]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
